affama
affamat
affura
affurat
affut
affuta
affutat
amarra
amarrat
amputa
amputat
amura
amurat
apparat
apparu
apparut
apparut
appat
appata
appatat
apura
apurat
arma
armat
arum
attrapa
attrapat
aura
fart
farta
fartat
fatma
fatum
faut
fauta
fautat
frappa
frappat
fuma
fumat
futur
marra
marrat
mata
mata
mataf
matat
matat
matura
maturat
muat
mura
murat
murmura
murmurat
muta
mutat
pama
pamat
pampa
papa
para
parafa
parafat
parat
parfum
parfuma
parfumat
part
paru
parut
parut
pata
patat
patta
pattat
pattu
patura
paturat
pauma
paumat
pfft
puat
puma
purpura
raffut
raffuta
raffutat
rama
ramarra
ramarrat
ramat
rampa
rampat
rapa
rapat
rapt
rata
ratat
rattrapa
rattrapat
ratura
raturat
ruat
tapa
tapat
tara
tarama
tarat
taratata
tata
tata
tatat
tram
trama
tramat
trapu
trauma
truffa
truffat
tuat
turf
tutu
