bibi
bill
bobo
boubou
bouilli
bouillir
bouloir
bourroir
bourru
bouvril
brio
brou
brrr
brui
bruir
bruloir
loir
lolo
lori
loulou
lulu
oubli
ouir
ouvrir
ouvroir
rivoir
roui
rouir
rouloir
rouvrir
rouvru
urubu
viol
viril
voir
vouloir
voulu
