dindon
dodo
dodu
dondon
douro
drill
duodi
durillon
durion
ilion
indu
inoui
lido
lino
linon
lion
liron
loin
loir
lolo
lord
lori
loulou
lourd
ludion
lulu
lundi
luron
noir
nonidi
nord
nordi
nordir
nounou
nourri
nourrir
ondin
ordo
orillon
orin
orlon
ouir
ourdi
ourdir
ourdou
ridoir
rodoir
roidi
roidir
rond
rondi
rondin
rondir
rondo
ronron
roudoudou
roui
rouir
rouloir
round
union
unir
urinoir
