bibi
bill
billot
blotti
blottir
blottit
blottit
blutoir
bobo
boit
bort
boubou
bouilli
bouillir
bouillit
bouillit
bouloir
boulot
bourroir
bourru
bout
boutoir
brio
brou
brout
brrr
brui
bruir
bruit
bruit
bruloir
brulot
brut
butoir
butor
buttoir
ilot
itou
loir
lolo
lori
loriot
loti
lotir
lotit
lotit
loto
loulou
luit
lulu
obit
oubli
ouir
ouit
outil
robot
roti
rotir
rotit
rotit
rotor
roui
rouir
rouit
rouit
rouloir
tilt
tiroir
titi
toit
tolu
toluol
torii
toril
tort
tortil
toto
toubib
tour
tout
toutou
tribu
tribut
trio
triol
troll
trot
trottoir
trou
trulli
trullo
turbot
turlututu
tutti
tutu
urubu
