agis
agissais
agissait
agit
agit
agita
agitai
agitais
agitait
agitas
agitat
agui
aguis
aigu
aiguisa
aiguisai
aiguisais
aiguisait
aiguisas
aiguisat
aigus
assagi
assagis
assagissais
assagissait
assagit
assagit
assai
assaut
assauts
assis
assista
assistai
assistais
assistait
assistas
assistat
assit
assit
asti
astis
attisa
attisai
attisais
attisait
attisas
attisat
aussi
axai
axais
axait
axas
axat
axis
gaga
gagas
gags
gais
gata
gatai
gatais
gatait
gatas
gatat
gauss
gaussa
gaussai
gaussais
gaussait
gaussas
gaussat
gisais
gisait
gita
gitai
gitais
gitait
gitas
gitat
guai
guais
guis
guss
isatis
issu
issus
ixia
ixias
saga
sagas
sagittaux
saiga
saigas
sais
sais
saisi
saisis
saisissais
saisissait
saisit
saisit
sait
sassa
sassai
sassais
sassait
sassas
sassat
sati
satis
saut
sauta
sautai
sautais
sautait
sautas
sautat
sauts
situa
situai
situais
situait
situas
situat
statua
statuai
statuais
statuait
statuas
statuat
statut
statuts
suai
suais
suait
suas
suat
suis
suit
taiaut
taiga
taigas
tais
taisais
taisait
tait
tassa
tassai
tassais
tassait
tassas
tassat
tata
tata
tatai
tatais
tatait
tatas
tatas
tatat
taux
taxa
taxai
taxais
taxait
taxas
taxat
taxi
taxis
tisa
tisai
tisais
tisait
tisas
tisat
tissa
tissai
tissais
tissait
tissas
tissat
tissu
tissus
titi
titis
tuai
tuais
tuait
tuas
tuat
tutti
tutu
tutus
usai
usais
usait
usas
usat
