alla
allas
amas
amassa
amassas
anal
ananas
annal
kamala
kamalas
kans
kawa
kawas
kwas
lama
lamas
lassa
lassas
maman
mamans
mana
manas
mans
massa
massas
nana
nanan
nanas
nasal
sala
salas
salsa
salsas
sana
sanas
sans
sassa
sassas
smala
smalas
walkman
walkmans
