affaissa
affaissai
affaissais
affaissait
affaissas
affaissat
affrita
affritai
affritais
affritait
affritas
affritat
aira
airai
airais
airait
airas
airat
airs
apaisa
apaisai
apaisais
apaisait
apaisas
apaisat
apis
appaira
appairai
appairais
appairait
appairas
appairat
apparais
apparaissais
apparaissait
apparait
apparaitra
apparaitrai
apparaitrais
apparaitrait
apparaitras
apparat
apparats
apparia
appariai
appariais
appariait
apparias
appariat
appas
appat
appata
appatai
appatais
appatait
appatas
appatat
appats
appris
apprit
apprit
aras
arasa
arasai
arasais
arasait
arasas
arasat
aria
arias
arisa
arisai
arisais
arisait
arisas
arisat
arrisa
arrisai
arrisais
arrisait
arrisas
arrisat
arts
aspira
aspirai
aspirais
aspirait
aspiras
aspirat
assai
assis
assista
assistai
assistais
assistait
assistas
assistat
assit
assit
asti
astis
attifa
attifai
attifais
attifait
attifas
attifat
attira
attirai
attirais
attirait
attiras
attirat
attisa
attisai
attisais
attisait
attisas
attisat
attitra
attitrai
attitrais
attitrait
attitras
attitrat
attrait
attraits
attrapa
attrapai
attrapais
attrapait
attrapas
attrapat
attrista
attristai
attristais
attristait
attristas
attristat
fais
faisais
faisait
fait
faits
fars
fart
farta
fartai
fartais
fartait
fartas
fartat
farts
fatras
fats
fiai
fiais
fiait
fias
fiat
fiat
frai
frais
fraisa
fraisai
fraisais
fraisait
fraisas
fraisat
frappa
frappai
frappais
frappait
frappas
frappat
fripa
fripai
fripais
fripait
fripas
fripat
frira
frirai
frirais
frirait
friras
fris
frisa
frisai
frisais
frisait
frisas
frisat
frit
frit
fritta
frittai
frittais
frittait
frittas
frittat
irai
irais
irait
iras
iris
irisa
irisai
irisais
irisait
irisas
irisat
iritis
irrita
irritai
irritais
irritait
irritas
irritat
irritatif
irritatifs
isatis
pair
pairs
pais
paissais
paissait
pait
paitra
paitrai
paitrais
paitrait
paitras
papa
papas
papi
papis
para
parafa
parafai
parafais
parafait
parafas
parafat
parai
parais
paraissais
paraissait
parait
parait
paraitra
paraitrai
paraitrais
paraitrait
paraitras
paras
parasita
parasitai
parasitais
parasitait
parasitas
parasitat
parat
parfais
parfaisais
parfaisait
parfait
parfaits
parfis
parfit
parfit
pari
paria
pariai
pariais
pariait
parias
pariat
paris
parisis
pars
parsi
parsis
part
partais
partait
parti
partir
partira
partirai
partirais
partirait
partiras
partis
partit
partit
partitif
partitifs
parts
passa
passai
passais
passait
passas
passat
passif
passifs
pastis
pata
patai
patais
patait
patas
patat
patatras
pati
patir
patira
patirai
patirais
patirait
