abandon
abandonna
abonda
abonna
angon
anon
anonna
baba
bagad
banda
bang
banna
baobab
bava
bobo
bonbon
bond
bonda
bondon
bondonna
dada
dodo
dondon
donna
gaga
gagna
gang
ganga
gava
gnangnan
gnon
goba
goda
gogo
gond
gonda
gong
nabab
nana
nanan
nova
vagabond
vagabonda
vanda
vanna
