adula
adulat
aldol
alla
allat
allo
alloua
allouat
alluma
allumat
alto
amadou
amadoua
amadouat
aout
aouta
aoutat
aoutat
atoll
atout
auto
dada
dalla
dallat
dalot
dama
damat
data
datat
dodo
dodu
dola
dolat
dota
dotal
dotat
doua
douat
doum
douta
doutat
dual
lama
lamat
latta
lattat
lolo
loto
loua
louat
loulou
lulu
luta
lutat
lutta
luttat
malt
malta
maltat
mata
mata
matat
matat
matou
modal
modula
modulat
mollo
moto
motta
mottat
moud
moula
moulat
moult
moulu
moulut
moulut
mout
muat
mulot
mulota
mulotat
muta
mutat
otat
ouata
ouatat
tala
talat
talla
tallat
talmud
tamoul
tata
tata
tatat
tatou
tatoua
tatouat
tolu
toluol
toma
tomat
total
toto
toua
touat
tout
toutou
tuat
tutu
ulula
ululat
