dindon
diront
dito
dodo
dodu
doit
dondon
dont
dort
dortoir
douro
droit
duit
duodi
durion
durit
idiot
indu
induiront
induit
inoui
inti
introduiront
introduit
introit
intuition
inuit
iront
itou
noir
nonidi
nord
nordi
nordir
nordiront
nordit
nordit
noroit
notion
nounou
nourri
nourrir
nourrit
nourrit
nuiront
nuit
nutrition
oint
ondin
ordo
orin
ouir
ouiront
ouit
ourdi
ourdir
ourdiront
ourdit
ourdit
ourdou
ridoir
riront
rodoir
roidi
roidir
roidiront
roidit
roidit
rond
rondi
rondin
rondir
rondiront
rondit
rondit
rondo
ronron
roti
rotin
rotir
rotiront
rotit
rotit
rotor
roudoudou
roui
rouir
rouiront
rouit
rouit
round
tint
tint
tintin
tintouin
tiroir
titi
toit
tond
tondit
tondit
tondront
tondu
tonton
tord
tordit
tordit
tordoir
tordront
tordu
torii
toron
tort
toto
toton
tour
tourd
tournoi
touron
tout
toutou
tridi
trin
trio
triton
trot
trottin
trottoir
trou
turion
tutti
tutu
union
unir
uniront
unit
unit
urinoir
