bibi
bill
bobo
boom
brio
brrr
impoli
loir
lolo
lori
mimi
miro
miroir
molli
mollir
mollo
morio
olim
pilori
pipi
plioir
plomb
plomboir
poil
poli
polio
polir
polo
pool
primo
priori
prolo
promo
proprio
