ados
adossa
adossas
dada
dadas
dodo
dodos
dodu
dodus
dosa
dosas
doua
douas
duos
jasa
jasas
joua
jouas
joujou
judas
judo
judoka
judokas
judos
osas
ossu
ossus
sajou
sajous
sassa
sassas
soda
sodas
sodoku
sodokus
soja
sojas
souda
soudas
souk
souks
sous
suas
usas
