abat
abats
abattu
abattus
abus
abusa
abusas
abusat
ajusta
ajustas
ajustat
assaut
assauts
baba
babas
bagua
baguas
baguat
basa
basas
basat
bata
batas
batat
bats
battu
battus
buta
butas
butat
buts
butta
buttas
buttat
gaga
gagas
gags
gata
gatas
gatat
gauss
gaussa
gaussas
gaussat
guss
jasa
jasas
jasat
juta
jutas
jutat
sabbat
sabbats
saga
sagas
sassa
sassas
sassat
saut
sauta
sautas
sautat
sauts
statua
statuas
statuat
statut
statuts
suas
suat
subjugua
subjuguas
subjuguat
tabassa
tabassas
tabassat
tassa
tassas
tassat
tata
tata
tatas
tatas
tatat
tuas
tuat
tuba
tubas
tubat
tubs
tutu
tutus
usas
usat
