affaissa
affaissai
affaissais
affaissait
affaissas
affaissat
affut
affuta
affutai
affutais
affutait
affutas
affutat
affuts
apaisa
apaisai
apaisais
apaisait
apaisas
apaisat
apis
appas
appat
appata
appatai
appatais
appatait
appatas
appatat
appats
appui
appuis
assai
assaut
assauts
assis
assista
assistai
assistais
assistait
assistas
assistat
assit
assit
asti
astis
attifa
attifai
attifais
attifait
attifas
attifat
attisa
attisai
attisais
attisait
attisas
attisat
aussi
fais
faisais
faisait
fait
faits
fats
faussa
faussai
faussais
faussait
faussas
faussat
faut
fauta
fautai
fautais
fautait
fautas
fautat
fautif
fautifs
fiai
fiais
fiait
fias
fiat
fiat
fuis
fuit
fuit
fusa
fusai
fusais
fusait
fusas
fusat
futs
isatis
issu
issus
pais
paissais
paissait
pait
papa
papas
papi
papis
passa
passai
passais
passait
passas
passat
passif
passifs
pastis
pata
patai
patais
patait
patas
patat
pati
patis
patissa
patissai
patissais
patissait
patissas
patissat
patit
patit
patta
pattai
pattais
pattait
pattas
pattat
pattu
pattus
pausa
pausai
pausais
pausait
pausas
pausat
pfft
piaf
piaffa
piaffai
piaffais
piaffait
piaffas
piaffat
piafs
pifa
pifai
pifais
pifait
pifas
pifat
piffa
piffai
piffais
piffait
piffas
piffat
pifs
pipa
pipai
pipais
pipait
pipas
pipat
pipi
pipis
pipit
pipits
pissa
pissai
pissais
pissait
pissas
pissat
pissat
pissats
pista
pistai
pistais
pistait
pistas
pistat
psitt
puai
puais
puait
puas
puat
puis
puisa
puisai
puisais
puisait
puisas
puisat
puits
putatif
putatifs
putti
sais
sais
saisi
saisis
saisissais
saisissait
saisit
saisit
sait
sapa
sapai
sapais
sapait
sapas
sapat
sassa
sassai
sassais
sassait
sassas
sassat
sati
satis
satisfais
satisfaisais
satisfaisait
satisfait
satisfaits
satisfis
satisfit
satisfit
sauf
saut
sauta
sautai
sautais
sautait
sautas
sautat
sauts
situa
situai
situais
situait
situas
situat
spitta
spittai
spittais
spittait
spittas
spittat
staff
staffa
staffai
staffais
staffait
staffas
staffat
staffs
statif
statifs
statua
statuai
statuais
statuait
statuas
statuat
statufia
statufiai
statufiais
statufiait
statufias
statufiat
statut
statuts
suai
suais
suait
suas
suat
suffis
suffisais
suffisait
suffit
suffit
suffits
suif
suifa
suifai
suifais
suifait
suifas
suifat
suiffa
suiffai
suiffais
suiffait
suiffas
suiffat
suifs
suis
suit
supputa
supputai
supputais
supputait
supputas
supputat
tafia
tafias
taiaut
tais
taisais
taisait
tait
tapa
tapai
tapais
tapait
tapas
tapat
tapi
tapis
tapissa
tapissai
tapissais
tapissait
tapissas
tapissat
tapit
tapit
tassa
tassai
tassais
tassait
tassas
tassat
tata
tata
tatai
tatais
tatait
tatas
tatas
tatat
tifs
tisa
tisai
tisais
tisait
tisas
tisat
tissa
tissai
tissais
tissait
tissas
tissat
tissu
tissus
titi
titis
tuai
tuais
tuait
tuas
tuat
tufs
tupi
tutti
tutu
tutus
upas
usai
usais
usait
usas
usat
