aboi
abonna
abonnai
abonni
affin
affina
affinai
afin
anion
anon
anonna
anonnai
aubin
baba
babouin
baffa
baffai
bafoua
bafouai
bain
banian
banna
bannai
banni
baobab
bibi
biffa
biffai
biffin
bina
binai
biniou
bobina
bobinai
bobo
bonbon
boni
bonifia
bonifiai
boubou
bouffa
bouffai
bouffi
bouffon
bouffonna
bouffonnai
bouif
bubon
buna
fana
fanai
fanion
fanon
faon
fiai
fini
fion
foin
foufou
foui
fouina
fouinai
funin
infini
inoui
nabab
naif
nain
nana
nanan
niai
noua
nouai
nouba
nounou
nuai
unau
unifia
unifiai
union
