elle
elles
esse
esses
hele
hele
helee
helees
heles
heles
helez
hello
khol
khols
kolkhoz
kolkhoze
kolkhozes
lese
lese
lesee
lesees
leses
leses
lesez
loess
lolo
lolos
look
looks
olle
osee
osees
oses
oses
osez
selle
selle
sellee
sellees
selles
selles
sellez
sels
sole
soles
solo
solos
sols
zees
zele
zele
zelee
zelees
zeles
zeles
zoos
zozo
zozos
