adula
adulas
adulat
alla
allas
allat
alluma
allumas
allumat
amas
amassa
amassas
amassat
amusa
amusas
amusat
assaut
assauts
assuma
assumas
assumat
atlas
dada
dadas
dalla
dallas
dallat
dama
damas
damassa
damassas
damassat
damat
data
datas
datat
dual
lads
lama
lamas
lamat
lassa
lassas
lassat
latta
lattas
lattat
lulu
lulus
luta
lutas
lutat
lutta
luttas
luttat
malt
malta
maltas
maltat
malts
malus
massa
massas
massat
mata
mata
matas
matas
matat
matat
mats
mats
muas
muat
musa
musas
musat
mussa
mussas
mussat
must
musts
muta
mutas
mutat
sala
salas
salat
salaud
salauds
salsa
salsas
salua
saluas
saluat
salut
saluts
sassa
sassas
sassat
saut
sauta
sautas
sautat
sauts
smala
smalas
smalt
smalts
statua
statuas
statuat
statut
statuts
suas
suat
summum
summums
tala
talas
talat
talla
tallas
tallat
talmud
talmuds
talus
tassa
tassas
tassat
tata
tata
tatas
tatas
tatat
tuas
tuat
tumulus
tutu
tutus
ulula
ululas
ululat
usas
usat
