bibi
bill
bloc
bobo
boom
bric
brio
broc
brocoli
brrr
clic
cobol
coco
cocorico
colibri
cool
cric
cricri
croc
illico
licol
loir
lolo
lombric
lori
micro
mimi
miro
miroir
moco
molli
mollir
mollo
morio
olim
ombilic
rococo
