accu
agaca
aucun
caca
cagna
cana
cancan
cancana
canna
cappa
fana
fugua
gaffa
gaga
gagna
gang
ganga
gnangnan
nana
nanan
nappa
nuanca
pacfung
pana
panca
panna
papa
puna
unau
