bibi
bidon
biniou
bobo
bonbon
bond
bondi
bondon
boni
boubou
boudin
bubon
dindon
dodo
dodu
dondon
duodi
indu
inoui
nonidi
nounou
ondin
opinion
pion
pioupiou
pipi
pond
pondu
poupin
poupon
pudibond
puni
union
