alla
allo
alloua
aval
avala
avoua
kapok
kappa
kava
koala
kola
koulak
lapa
lava
lolo
look
loua
loulou
loup
loupa
louva
lova
lulu
ovula
palpa
papa
papal
pava
plouk
polka
pollua
polo
pool
populo
pull
pullula
ulula
uval
uvula
valu
vola
volapuk
voua
voulu
