agir
agira
agirai
agirais
agirait
agiras
agis
agissais
agissait
agit
agit
agita
agitai
agitais
agitait
agitas
agitat
agui
aguis
aigri
aigrir
aigrira
aigrirai
aigrirais
aigrirait
aigriras
aigris
aigrissais
aigrissait
aigrit
aigrit
aigu
aiguisa
aiguisai
aiguisais
aiguisait
aiguisas
aiguisat
aigus
aira
airai
airais
airait
airas
airat
airs
aras
arasa
arasai
arasais
arasait
arasas
arasat
argas
argua
arguai
arguais
arguait
arguas
arguat
argus
aria
arias
arisa
arisai
arisais
arisait
arisas
arisat
arrisa
arrisai
arrisais
arrisait
arrisas
arrisat
arts
assagi
assagir
assagira
assagirai
assagirais
assagirait
assagiras
assagis
assagissais
assagissait
assagit
assagit
assai
assaut
assauts
assis
assista
assistai
assistais
assistait
assistas
assistat
assit
assit
assura
assurai
assurais
assurait
assuras
assurat
asti
astis
attira
attirai
attirais
attirait
attiras
attirat
attisa
attisai
attisais
attisait
attisas
attisat
attitra
attitrai
attitrais
attitrait
attitras
attitrat
attrait
attraits
attrista
attristai
attristais
attristait
attristas
attristat
augura
augurai
augurais
augurait
auguras
augurat
aura
aurai
aurais
aurait
auras
aussi
autrui
gaga
gagas
gags
gais
gara
garai
garais
garait
garas
garat
gargarisa
gargarisai
gargarisais
gargarisait
gargarisas
gargarisat
gars
gata
gatai
gatais
gatait
gatas
gatat
gaur
gaurs
gauss
gaussa
gaussai
gaussais
gaussait
gaussas
gaussat
gisais
gisait
gita
gitai
gitais
gitait
gitas
gitat
graissa
graissai
graissais
graissait
graissas
graissat
gras
gratis
gratta
grattai
grattais
grattait
grattas
grattat
gratuit
gratuits
grau
grigri
grigris
gris
grisa
grisai
grisais
grisait
grisas
grisat
gruau
guai
guais
guis
guru
gurus
guss
irai
irais
irait
iras
iris
irisa
irisai
irisais
irisait
irisas
irisat
iritis
irrigua
irriguai
irriguais
irriguait
irriguas
irriguat
irrita
irritai
irritais
irritait
irritas
irritat
isatis
issu
issus
ragua
raguai
raguais
raguait
raguas
raguat
raia
raias
rais
rasa
rasai
rasais
rasait
rasas
rasat
rassasia
rassasiai
rassasiais
rassasiait
rassasias
rassasiat
rassis
rassit
rassit
rassura
rassurai
rassurais
rassurait
rassuras
rassurat
rasta
rastas
rata
ratai
ratais
ratait
ratas
ratat
ratissa
ratissai
ratissais
ratissait
ratissas
ratissat
rats
ratura
raturai
raturais
raturait
raturas
raturat
riais
riait
rias
rira
rirai
rirais
rirait
riras
ruai
ruais
ruait
ruas
ruat
rugi
rugir
rugira
rugirai
rugirais
rugirait
rugiras
rugis
rugissais
rugissait
rugit
rugit
rusa
rusai
rusais
rusait
rusas
rusat
ruts
saga
sagas
saiga
saigas
sais
sais
saisi
saisir
saisira
saisirai
saisirais
saisirait
saisiras
saisis
saisissais
saisissait
saisit
saisit
sait
sari
saris
sarrau
sarraus
sassa
sassai
sassais
sassait
sassas
sassat
sati
satirisa
satirisai
satirisais
satirisait
satirisas
satirisat
satis
satura
saturai
saturais
saturait
saturas
saturat
saur
saura
saurai
saurais
saurait
sauras
saurat
sauri
saurir
saurira
saurirai
saurirais
saurirait
sauriras
sauris
saurissais
saurissait
saurit
saurit
saurs
saut
sauta
sautai
sautais
sautait
sautas
sautat
sauts
sirs
sitar
sitars
situa
situai
situais
situait
situas
situat
star
starisa
starisai
starisais
starisait
starisas
starisat
stars
statua
statuai
statuais
statuait
statuas
statuat
statut
statuts
stras
strass
stratus
stria
striai
striais
striait
strias
striat
suai
suais
suait
suas
suat
suis
suit
suraigu
suraigus
surgi
surgir
surgira
surgirai
surgirais
surgirait
surgiras
surgis
surgissais
surgissait
surgit
surgit
suri
surir
surira
surirai
surirais
surirait
suriras
suris
surissais
surissait
surit
surit
surs
surs
sursatura
sursaturai
sursaturais
sursaturait
sursaturas
sursaturat
sursaut
sursauta
sursautai
sursautais
sursautait
sursautas
sursautat
sursauts
sursis
sursit
sursit
susurra
susurrai
susurrais
susurrait
susurras
susurrat
sutra
sutras
sutura
suturai
suturais
suturait
suturas
suturat
taiaut
taiga
taigas
taira
tairai
tairais
tairait
tairas
tais
taisais
taisait
tait
tara
tarai
tarais
tarait
taras
tarat
taratata
targua
targuai
targuais
targuait
targuas
targuat
targui
tari
tarir
tarira
tarirai
tarirais
tarirait
tariras
taris
tarissais
tarissait
tarit
tarit
tarti
tartir
tartira
tartirai
tartirais
tartirait
tartiras
tartis
tartissais
tartissait
tartit
tartit
tassa
tassai
tassais
tassait
tassas
tassat
tata
tata
tatai
tatais
tatait
tatas
tatas
tatat
tigra
tigrai
tigrais
tigrait
tigras
tigrat
tira
tirai
tirais
tirait
tiras
tirat
tirs
tisa
tisai
tisais
tisait
tisas
tisat
tissa
tissai
tissais
tissait
tissas
tissat
tissu
tissus
titi
titis
titra
titrai
titrais
titrait
titras
titrat
traira
trairai
trairais
trairait
trairas
trais
trait
traita
traitai
traitais
traitait
traitas
traitat
traits
tria
triai
triais
triait
trias
triat
tris
trissa
trissai
trissais
trissait
trissas
trissat
tritura
triturai
triturais
triturait
trituras
triturat
trust
trusta
trustai
trustais
trustait
trustas
trustat
trusts
tsar
tsars
tuai
tuais
tuait
tuas
tuat
tutti
tutu
tutus
urus
usai
usais
usait
usas
usat
