adula
album
alla
alluma
alun
aluna
ambla
anal
annal
annula
baba
badaud
balada
balla
banal
banda
banna
baud
blabla
blablabla
blama
buna
dada
dalla
dama
daman
damna
dauba
dual
labdanum
ladanum
lama
lambda
land
landau
laudanum
lulu
maman
mana
manda
nabab
nana
nanan
ulula
unau
