bibi
bobo
boit
boom
bort
brio
brrr
mimi
miro
miroir
moiti
moitir
moitit
moitit
morio
mort
moto
obit
omit
omit
rivoir
robot
roti
rotir
rotit
rotit
rotor
tiroir
titi
toit
torii
tort
toto
trio
trot
trottoir
voir
voit
vomi
vomir
vomit
vomit
vrombi
vrombir
vrombit
vrombit
