dindon
diront
dito
djinn
dodo
doit
dondon
donjon
dont
dort
dortoir
droit
idiot
inti
introit
iront
joindront
joint
noir
nonidi
nord
nordi
nordir
nordiront
nordit
nordit
noroit
notion
oint
ondin
ordo
orin
ridoir
riront
rodoir
roidi
roidir
roidiront
roidit
roidit
rond
rondi
rondin
rondir
rondiront
rondit
rondit
rondo
ronron
roti
rotin
rotir
rotiront
rotit
rotit
rotor
tint
tint
tintin
tiroir
titi
toit
tond
tondit
tondit
tondront
tonton
tord
tordit
tordit
tordoir
tordront
torii
toron
tort
toto
toton
tridi
trin
trio
triton
trot
trottin
trottoir
