aboi
abonna
abonnai
abonni
agio
agui
aigu
angon
anion
anon
anonna
anonnai
aubin
baba
babouin
bagou
bagua
baguai
baigna
baignai
bain
bang
banian
banna
bannai
banni
baobab
bibi
bignonia
bina
binai
bingo
biniou
bobina
bobinai
bobo
bonbon
boni
boubou
bougon
bougonna
bougonnai
bubon
buna
gabion
gabionna
gabionnai
gaga
gagna
gagnai
gain
gaina
gainai
gang
ganga
gibbon
gnangnan
gnon
gnou
goba
gobai
gogo
gong
guai
guano
guigna
guignai
guignon
inoui
nabab
nain
nana
nanan
niai
noua
nouai
nouba
nounou
nuai
oignon
oing
unau
union
