bibi
bicot
bobo
boit
bort
boubou
bouc
bourricot
bourroir
bourru
bout
boutoir
bric
brio
broc
brou
brout
brrr
brui
bruir
bruit
bruit
brut
butoir
butor
buttoir
circuit
coco
cocorico
cocu
coit
coti
cotir
cotit
cotit
coucou
couic
cour
courir
court
couru
courut
courut
cout
cric
cricri
croc
croit
croit
crut
crut
cuir
cuit
itou
obit
octroi
octuor
ouir
ouit
robot
rococo
rocou
roti
rotir
rotit
rotit
rotor
roui
rouir
rouit
rouit
tiroir
titi
toit
torii
tort
toto
toubib
tour
tout
toutou
tribu
tribut
tricot
trio
troc
trot
trottoir
trou
truc
turbot
turc
turco
tutti
tutu
urubu
