effigie
effigies
egerie
egeries
egerme
egerme
egermee
egermees
egermer
egermes
egermes
egrise
egrise
egrisee
egrisees
egriser
egrises
egrises
emerge
emerge
emerger
emerges
emeri
emeris
emerise
emerise
emerisee
emerisees
emeriser
emerises
emerises
emie
emie
emiee
emiees
emier
emies
emies
emigre
emigre
emigree
emigrees
emigrer
emigres
emigres
emimes
emir
emirs
emis
emise
emises
emisse
emisses
emissif
emissifs
eres
ergs
erige
erige
erigee
erigees
eriger
eriges
eriges
erre
erre
errer
erres
esse
esses
feerie
feeries
fees
femme
femmes
ferie
feriee
feriees
feries
ferme
ferme
fermee
fermees
fermer
fermes
fermes
fermier
fermiere
fermieres
fermiers
ferre
ferre
ferree
ferrees
ferrer
ferres
ferres
ferries
fers
fesse
fesse
fessee
fessees
fesser
fesses
fesses
fessier
fessiere
fessieres
fessiers
fiee
fiees
fief
fieffe
fieffe
fieffee
fieffees
fieffer
fieffes
fieffes
fiefs
fier
fiere
fieres
fiers
fies
fies
fifre
fifres
fige
fige
figee
figees
figer
figes
figes
fimes
firme
firmes
fisse
fisses
fremi
fremimes
fremir
fremis
fremisse
fremisses
frere
freres
frime
frime
frimee
frimees
frimer
frimes
frimes
frimes
frire
fris
frise
frise
frisee
frisees
friser
frises
frises
frisse
frisses
gemi
gemie
gemies
gemimes
gemir
gemis
gemisse
gemisses
gemme
gemme
gemmee
gemmees
gemmer
gemmes
gemmes
gemmifere
gemmiferes
gere
gere
geree
gerees
gerer
geres
geres
germe
germe
germee
germees
germer
germes
germes
gesier
gesiers
gesir
gesse
gesses
girie
giries
gree
gree
greee
greees
greer
grees
grees
greffe
greffe
greffee
greffees
greffer
greffes
greffes
greffier
greffiere
greffieres
greffiers
grege
greges
gres
grese
grese
gresee
gresees
greser
greses
greses
grief
griefs
griffe
griffe
griffee
griffees
griffer
griffes
griffes
grigri
grigris
grime
grime
grimee
grimees
grimer
grimes
grimes
gris
grise
grise
grisee
grisees
griser
griserie
griseries
grises
grises
immerge
immerge
immergee
immergees
immerger
immerges
immerges
immersif
immersifs
immigre
immigre
immigree
immigrees
immigrer
immigres
immigres
ires
iris
irise
irise
irisee
irisees
iriser
irises
irises
mefie
mefie
mefiee
mefiees
mefier
mefies
mefies
mefimes
mefis
mefisse
mefisses
megere
megeres
megi
megie
megies
megimes
megir
megis
megisse
megisse
megissee
megissees
megisser
megisserie
megisseries
megisses
megisses
megissier
megissiers
meme
meme
memere
memeres
memes
memes
mere
meres
merise
merises
merisier
merisiers
mers
mesmerisme
mesmerismes
mess
messe
messer
messers
messes
messie
messiee
messier
messiers
messies
messire
messires
mies
migre
migre
migrer
migres
mime
mime
mimee
mimees
mimer
mimes
mimes
mimes
mimi
mimis
mire
mire
miree
mirees
mirer
mires
mires
mirs
mise
mise
misee
misees
miser
misere
miserere
miserere
misereres
miseres
mises
mises
miss
misse
misses
reer
rees
refere
refere
referee
referees
referer
referes
referes
referme
referme
refermee
refermees
refermer
refermes
refermes
refimes
refis
refisse
refisses
refrigere
refrigere
refrigeree
refrigerees
refrigerer
refrigeres
refrigeres
regi
regie
regies
regime
regimes
regimes
regir
regis
regisse
regisses
regree
regree
regreee
regreees
regreer
regrees
regrees
regreffe
regreffe
regreffee
regreffees
regreffer
regreffes
regreffes
regresse
regresse
regresser
regresses
regressif
regressifs
regs
reifie
reifie
reifiee
reifiees
reifier
reifies
reifies
reis
remere
remeres
remige
remiges
remimes
remis
remise
remise
remisee
remisees
remiser
remises
remises
remisier
remisiers
remisse
remisses
rems
resseme
resseme
ressemee
ressemees
ressemer
ressemes
ressemes
resserre
resserre
resserree
resserrees
resserrer
resserres
resserres
ressers
ries
rififi
rififis
rime
rime
rimee
rimees
rimer
rimes
rimes
rimes
rire
rires
risee
risees
risse
risses
segregee
seime
seimes
seisme
seismes
seme
seme
semee
semees
semer
semes
semes
semis
serf
serfs
serge
serge
serges
serges
serie
serie
seriee
seriees
serier
series
series
serre
serre
serree
serrees
serrer
serres
serres
sers
siee
siege
siege
sieger
sieges
sire
sires
sirs
sise
sises
