elire
elle
elue
equerre
equerre
equerree
equerrer
equille
erre
erre
errer
erreur
irreel
irreelle
iule
lequel
leur
leurre
leurre
leurree
leurrer
liee
lier
lierre
lieu
lieue
lieur
liqueur
lire
liure
lueur
luire
lulu
lyre
lyrique
quel
quelle
quelque
querelle
querelle
querellee
quereller
querelleur
querir
querir
queue
quille
quilleur
quillier
reel
reelire
reelle
reelu
reelue
reer
relie
relie
reliee
relier
relieur
relique
relire
reliure
relu
relue
reluire
reluque
reluque
reluquee
reluquer
requerir
requeru
requerue
requiere
riel
rieur
riquiqui
rire
ruee
ruelle
ruer
ruile
ruile
ruilee
ruiler
ulule
ulule
ululer
uree
urique
