eglise
eglises
egosille
egosillee
egosillees
egosilles
elegi
elegie
elegies
elegis
eleis
eleve
eleve
elevee
elevees
eleves
eleves
elis
elise
elises
elle
elles
eloge
eloges
esse
esses
eveil
eveille
eveille
eveillee
eveillees
eveilles
eveilles
eveils
gele
gele
gelee
gelees
geles
geles
gelive
gelives
gelose
geloses
gels
geole
geoles
geologie
geologies
gesse
gesses
gigolo
gigolos
gille
gilles
glisse
glisse
glissee
glissees
glisses
glisses
glose
glose
glosee
glosees
gloses
gloses
gogo
gogos
gosse
gosses
igloo
igloos
iles
isoglosse
isoglosses
isole
isole
isolee
isolees
isoles
isoles
ives
lege
leges
legs
lese
lese
lesee
lesees
leses
leses
lessive
lessive
lessivee
lessivees
lessives
lessives
lessiviel
lessivielle
lessivielles
lessiviels
leve
leve
levee
levees
leves
leves
levige
levige
levigee
levigees
leviges
leviges
liee
liees
liege
liege
liegee
liegees
liegeois
liegeoise
liegeoises
lieges
lieges
lies
lies
liesse
liesses
lige
liges
ligie
ligies
lise
lises
lisse
lisse
lissee
lissees
lisses
lisses
live
lives
loess
loge
loge
logee
logees
loges
loges
logis
logo
logos
lois
lolo
lolos
love
love
lovee
lovees
loves
loves
oeil
ogive
ogives
oies
oille
oilles
oisele
oiselee
oiselees
oiseles
oiselle
oiselles
oisive
oisives
olive
olives
olle
osee
osees
oseille
oseilles
oses
oses
oves
seigle
seigles
seille
seilles
selle
selle
sellee
sellees
selles
selles
sels
selve
selves
sessile
sessiles
seve
seves
sevi
sevis
sevisse
sevisses
siee
siege
siege
sieges
sigille
sigillee
sigillees
sigilles
sigle
sigles
silo
silos
sils
silves
sise
sises
soie
soies
sois
sole
soleil
soleils
soles
solive
solives
solo
solos
sols
sosie
sosies
veille
veille
veillee
veillees
veilles
veilles
vele
vele
veles
velie
velies
velivole
velivoles
velo
velos
vesse
vesse
vesses
vessie
vessies
vieil
vieille
vieilles
vieillesse
vieillesses
vieilli
vieillie
vieillies
vieillis
vieillisse
vieillisses
vielle
vielle
vielles
vies
vigie
vigies
vigile
vigiles
vile
viles
ville
villes
vils
viol
viole
viole
violee
violees
violes
violes
viols
vise
vise
visee
visees
vises
vises
visse
visse
vissee
vissees
visses
visses
vive
vives
voie
voies
voile
voile
voilee
voilees
voiles
voiles
vois
vole
vole
volee
volees
voles
voles
volige
volige
voligee
voligees
voliges
voliges
volis
vols
volve
volves
