bibi
bicot
bill
billot
bloc
blotti
blottit
blottit
bobo
boit
boubou
bouc
bouilli
bouillit
bouillit
boulot
bout
ciboulot
clic
clot
clou
club
cobol
coco
cocu
coit
colt
cool
coti
cotit
cotit
coucou
couic
cout
coutil
cuit
culot
illico
ilot
itou
licol
licou
lolo
loti
lotit
lotit
loto
loulou
luit
lulu
obit
occlu
occlut
occlut
oubli
ouit
outil
tilt
titi
toit
tolu
toluol
toto
toubib
tout
toutou
tutti
tutu
