aida
aidai
aima
aimai
amui
andain
andin
anima
animai
avina
avinai
aviva
avivai
dada
daim
dama
damai
daman
damna
damnai
dandin
dandina
dandinai
diminua
diminuai
dina
dinai
diva
divan
divin
imam
immun
indium
individu
indu
maia
main
maman
mana
manda
mandai
mania
maniai
midi
mima
mimai
mimi
mina
minai
minauda
minaudai
mini
minima
minimum
minium
muai
muid
muni
nain
nana
nanan
niai
nuai
unau
vain
vanadium
vanda
vanna
vannai
vianda
viandai
vida
vidai
vidima
vidimai
vina
vinai
