aout
aouta
aoutat
aoutat
apparat
apparu
apparut
apparut
appat
appata
appatat
apport
apporta
apportat
approuva
approuvat
apura
apurat
atour
atout
attrapa
attrapat
attroupa
attroupat
aura
auto
autour
avatar
avorta
avortat
avoua
avouat
opta
optat
otat
ouata
ouatat
output
outra
outrat
ouvra
ouvrat
papa
papota
papotat
para
parat
part
partout
paru
parut
parut
pata
patat
patta
pattat
pattu
patura
paturat
pava
pavat
pavot
port
porta
portat
porto
portor
pour
pourpra
pourprat
pourra
pourtour
pourvu
pourvut
pourvut
prorata
prou
prouva
prouvat
provo
puat
purot
purpura
putto
raout
rapa
rapat
rapport
rapporta
rapportat
rapt
rata
ratat
rattrapa
rattrapat
ratura
raturat
rota
rotat
rotor
roua
rouat
routa
routat
rouvru
ruat
tapa
tapat
tapota
tapotat
tara
tarat
taratata
tarot
tata
tata
tatat
tatou
tatoua
tatouat
topa
topat
topo
tort
tortora
tortorat
tortura
torturat
toto
toua
touat
tour
tout
toutou
trapu
trop
trot
trotta
trottat
trou
troua
trouat
trouva
trouvat
tuat
tutu
varappa
varappat
vaut
vautour
vautra
vautrat
vota
votat
voua
vouat
vouta
voutat
