ados
adossa
adossas
appas
apposa
apposas
caca
cacao
cacaos
cacas
cappa
cappas
caps
casa
casas
cascada
cascadas
cassa
cassas
coassa
coassas
coca
cocas
coco
cocos
coda
codas
cossa
cossas
dada
dadas
dock
docks
dodo
dodos
dopa
dopas
dosa
dosas
kapok
kapoks
kappa
opposa
opposas
osas
pack
packs
paddock
paddocks
papa
papas
passa
passas
posa
posada
posadas
posas
psoas
saccada
saccadas
sacs
sapa
sapas
sassa
sassas
scoop
scoops
socs
soda
sodas
